,age,gender,occupation,line_of_work,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw,Unnamed: 19,time_bp.1,travel+work
704,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
705,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
706,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
707,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
708,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
709,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
710,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
711,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
712,12-18,Male,Student in College,,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,
713,19-25,Male,Student in College,,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,
714,12-18,Male,Student in College,,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,
715,33-40,Male,Working Professional,Engineering,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,
716,19-25,Male,Student in College,,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,
717,19-25,Male,Student in College,,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,
718,19-25,Male,Working Professional,Teaching,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Work/study from home,Yes,,9,
719,19-25,Female,Entrepreneur,,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Work/study from home,Yes,,5,
720,26-32,Female,Working Professional,Management,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,,9,
721,19-25,Male,Student in College,,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,,7,
722,50-60,Female,Homemaker,,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,
723,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
724,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
725,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
726,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
727,60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,
728,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
729,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
730,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
731,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
732,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
733,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
734,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
735,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
736,12-18,Male,Student in College,,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,
737,19-25,Male,Student in College,,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,
738,12-18,Male,Student in College,,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,
739,33-40,Male,Working Professional,Engineering,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,
740,19-25,Male,Student in College,,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,
741,19-25,Male,Student in College,,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,
742,19-25,Male,Working Professional,Teaching,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Work/study from home,Yes,,9,
743,19-25,Female,Entrepreneur,,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Work/study from home,Yes,,5,
744,26-32,Female,Working Professional,Management,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,,9,
745,19-25,Male,Student in College,,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,,7,
746,50-60,Female,Homemaker,,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,
747,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
748,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
749,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
750,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
751,60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,
752,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
753,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
754,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
755,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
756,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
757,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
758,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
759,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
760,12-18,Male,Student in College,,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,
761,19-25,Male,Student in College,,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,
762,12-18,Male,Student in College,,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,
763,33-40,Male,Working Professional,Engineering,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,
764,19-25,Male,Student in College,,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,
765,19-25,Male,Student in College,,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,
766,19-25,Male,Working Professional,Teaching,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Work/study from home,Yes,,9,
767,19-25,Female,Entrepreneur,,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Work/study from home,Yes,,5,
768,26-32,Female,Working Professional,Management,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,,9,
769,19-25,Male,Student in College,,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,,7,
770,50-60,Female,Homemaker,,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,
771,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
772,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
773,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
774,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
775,60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,
776,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
777,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
778,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
779,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
780,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
781,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
782,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
783,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
784,12-18,Male,Student in College,,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,
785,19-25,Male,Student in College,,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,
786,12-18,Male,Student in College,,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,
787,33-40,Male,Working Professional,Engineering,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,
788,19-25,Male,Student in College,,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,
789,19-25,Male,Student in College,,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,
790,19-25,Male,Working Professional,Teaching,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Work/study from home,Yes,,9,
791,19-25,Female,Entrepreneur,,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Work/study from home,Yes,,5,
792,26-32,Female,Working Professional,Management,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,,9,
793,19-25,Male,Student in College,,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,,7,
794,50-60,Female,Homemaker,,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,
795,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
796,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
797,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
798,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
799,60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,
800,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
801,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
802,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
803,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
804,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
805,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
806,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
807,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
808,12-18,Male,Student in College,,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,
809,19-25,Male,Student in College,,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,
810,12-18,Male,Student in College,,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,
811,33-40,Male,Working Professional,Engineering,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,
812,19-25,Male,Student in College,,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,
813,19-25,Male,Student in College,,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,
814,19-25,Male,Working Professional,Teaching,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Work/study from home,Yes,,9,
815,19-25,Female,Entrepreneur,,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Work/study from home,Yes,,5,
816,26-32,Female,Working Professional,Management,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,,9,
817,19-25,Male,Student in College,,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,,7,
818,50-60,Male,Working Professional,Management,9,9,0.5,2,4,-1.0,0.0,0.5,0.5,-0.5,0.0,1100,1,Complete Physical Attendance,Yes,,9,
819,33-40,Male,Working Professional,Other,11,11,2.5,4,4,0.0,0.0,0.0,-1.0,0.0,-1.0,111,1111,Complete Physical Attendance,Yes,,11,
820,26-32,Male,Working Professional,Engineering,7,9,2.5,3,3,0.5,0.5,0.5,1.0,0.0,0.5,1100,1110,Complete Physical Attendance,Maybe,,7,
821,26-32,Female,Working Professional,Management,9,12,0.5,2,5,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,1000,1111,Complete Physical Attendance,Yes,,9,
822,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
823,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
824,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
825,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
826,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
827,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
828,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
829,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
830,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
831,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
832,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
833,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
834,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
835,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
836,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
837,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
838,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
839,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
840,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
841,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
842,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
843,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
844,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
845,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
846,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
847,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
848,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
849,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
850,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
851,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
852,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
853,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
854,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
855,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
856,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
857,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
858,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
859,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
860,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
861,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
862,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
863,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
864,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
865,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
866,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
867,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
868,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
869,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
870,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
871,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
872,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
873,12-18,Male,Student in College,,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,
874,19-25,Male,Student in College,,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,
